school_id,month,infrastructure_deficit_pct,electricity_availability,drinking_water_availability,functional_toilet_availability,boundary_wall_availability,playground_availability,infrastructure_records,school_name,district,block,total_enrolled_students,school_type,medium
SCH0140,2025-11,0.0,100.0,100.0,100.0,,,1,Govt. Middle School Garg,Bathinda,Maur,426,Secondary,Hindi
SCH0140,2025-12,20.0,100.0,100.0,100.0,100.0,0.0,1,Govt. Middle School Garg,Bathinda,Maur,426,Secondary,Hindi
SCH0140,2026-01,10.0,100.0,100.0,100.0,50.0,100.0,2,Govt. Middle School Garg,Bathinda,Maur,426,Secondary,Hindi
SCH0141,2025-04,20.0,100.0,100.0,100.0,0.0,100.0,1,Govt. Middle School Sane,Sangrur,Malerkotla,63,Primary,Hindi
SCH0141,2025-05,25.0,100.0,100.0,100.0,0.0,,1,Govt. Middle School Sane,Sangrur,Malerkotla,63,Primary,Hindi
SCH0141,2025-06,20.0,100.0,100.0,100.0,0.0,100.0,1,Govt. Middle School Sane,Sangrur,Malerkotla,63,Primary,Hindi
SCH0141,2025-08,25.0,0.0,100.0,100.0,100.0,,1,Govt. Middle School Sane,Sangrur,Malerkotla,63,Primary,Hindi
SCH0141,2025-09,30.0,50.0,50.0,100.0,100.0,50.0,2,Govt. Middle School Sane,Sangrur,Malerkotla,63,Primary,Hindi
SCH0141,2025-11,40.0,100.0,100.0,100.0,0.0,0.0,1,Govt. Middle School Sane,Sangrur,Malerkotla,63,Primary,Hindi
SCH0141,2025-12,33.333333333333336,50.0,100.0,100.0,33.33333333333333,33.33333333333333,3,Govt. Middle School Sane,Sangrur,Malerkotla,63,Primary,Hindi
SCH0141,2026-03,40.0,100.0,0.0,100.0,0.0,100.0,1,Govt. Middle School Sane,Sangrur,Malerkotla,63,Primary,Hindi
SCH0142,2025-06,0.0,100.0,100.0,100.0,100.0,,1,Govt. Senior Secondary School Badami,Bathinda,Rampura Phul,207,Higher Secondary,Hindi
SCH0142,2025-08,20.0,100.0,100.0,100.0,100.0,0.0,2,Govt. Senior Secondary School Badami,Bathinda,Rampura Phul,207,Higher Secondary,Hindi
SCH0142,2025-11,60.0,0.0,0.0,100.0,0.0,100.0,1,Govt. Senior Secondary School Badami,Bathinda,Rampura Phul,207,Higher Secondary,Hindi
SCH0142,2026-01,25.0,100.0,100.0,100.0,0.0,,1,Govt. Senior Secondary School Badami,Bathinda,Rampura Phul,207,Higher Secondary,Hindi
SCH0142,2026-03,0.0,100.0,100.0,,100.0,100.0,1,Govt. Senior Secondary School Badami,Bathinda,Rampura Phul,207,Higher Secondary,Hindi
SCH0143,2025-04,40.0,0.0,100.0,100.0,100.0,0.0,1,Govt. Elementary School Venkataraman,Patiala,Samana,76,Primary,English
SCH0143,2025-05,60.0,100.0,100.0,0.0,0.0,0.0,1,Govt. Elementary School Venkataraman,Patiala,Samana,76,Primary,English
SCH0143,2025-06,60.0,0.0,100.0,0.0,100.0,0.0,1,Govt. Elementary School Venkataraman,Patiala,Samana,76,Primary,English
SCH0143,2025-07,60.0,100.0,0.0,0.0,0.0,100.0,1,Govt. Elementary School Venkataraman,Patiala,Samana,76,Primary,English
SCH0143,2025-10,25.0,100.0,,100.0,100.0,0.0,1,Govt. Elementary School Venkataraman,Patiala,Samana,76,Primary,English
SCH0143,2025-11,20.0,0.0,100.0,100.0,100.0,100.0,1,Govt. Elementary School Venkataraman,Patiala,Samana,76,Primary,English
SCH0143,2026-01,20.0,100.0,100.0,100.0,100.0,0.0,1,Govt. Elementary School Venkataraman,Patiala,Samana,76,Primary,English
SCH0144,2025-05,20.0,100.0,100.0,100.0,100.0,0.0,1,Govt. Primary School Bakshi,Ferozepur,Mamdot,403,Secondary,Hindi
SCH0144,2025-08,20.0,100.0,100.0,0.0,100.0,100.0,1,Govt. Primary School Bakshi,Ferozepur,Mamdot,403,Secondary,Hindi
SCH0144,2025-11,50.0,,100.0,100.0,0.0,0.0,1,Govt. Primary School Bakshi,Ferozepur,Mamdot,403,Secondary,Hindi
SCH0144,2026-02,40.0,100.0,100.0,0.0,100.0,0.0,1,Govt. Primary School Bakshi,Ferozepur,Mamdot,403,Secondary,Hindi
SCH0145,2025-05,60.0,0.0,100.0,100.0,0.0,0.0,1,Govt. Elementary School Kashyap,Sangrur,Malerkotla,85,Primary,Punjabi
SCH0145,2025-12,25.0,,100.0,100.0,100.0,0.0,1,Govt. Elementary School Kashyap,Sangrur,Malerkotla,85,Primary,Punjabi
SCH0145,2026-01,32.5,100.0,100.0,50.0,50.0,0.0,2,Govt. Elementary School Kashyap,Sangrur,Malerkotla,85,Primary,Punjabi
SCH0145,2026-03,0.0,100.0,100.0,100.0,100.0,100.0,1,Govt. Elementary School Kashyap,Sangrur,Malerkotla,85,Primary,Punjabi
SCH0146,2025-04,60.0,100.0,0.0,0.0,0.0,100.0,1,Govt. Primary School Sundaram,Bathinda,Rampura Phul,153,Upper Primary,Hindi
SCH0146,2025-06,20.0,100.0,100.0,100.0,100.0,0.0,1,Govt. Primary School Sundaram,Bathinda,Rampura Phul,153,Upper Primary,Hindi
SCH0146,2025-08,40.0,0.0,100.0,100.0,100.0,0.0,1,Govt. Primary School Sundaram,Bathinda,Rampura Phul,153,Upper Primary,Hindi
SCH0146,2025-12,0.0,100.0,100.0,100.0,100.0,100.0,1,Govt. Primary School Sundaram,Bathinda,Rampura Phul,153,Upper Primary,Hindi
SCH0147,2025-07,60.0,100.0,100.0,0.0,0.0,0.0,1,Govt. Senior Secondary School Das,Moga,Bagha Purana,412,Upper Primary,Hindi
SCH0147,2025-08,0.0,100.0,100.0,100.0,100.0,100.0,1,Govt. Senior Secondary School Das,Moga,Bagha Purana,412,Upper Primary,Hindi
SCH0147,2026-01,0.0,100.0,100.0,100.0,,100.0,1,Govt. Senior Secondary School Das,Moga,Bagha Purana,412,Upper Primary,Hindi
SCH0148,2025-04,20.0,0.0,100.0,100.0,100.0,100.0,1,Govt. Elementary School Sastry,Jalandhar,Jalandhar-I,130,Higher Secondary,Hindi
SCH0148,2025-07,0.0,100.0,100.0,100.0,100.0,100.0,1,Govt. Elementary School Sastry,Jalandhar,Jalandhar-I,130,Higher Secondary,Hindi
SCH0148,2025-09,0.0,100.0,100.0,100.0,100.0,100.0,1,Govt. Elementary School Sastry,Jalandhar,Jalandhar-I,130,Higher Secondary,Hindi
SCH0148,2025-10,0.0,100.0,100.0,100.0,100.0,100.0,2,Govt. Elementary School Sastry,Jalandhar,Jalandhar-I,130,Higher Secondary,Hindi
SCH0148,2026-03,60.0,0.0,0.0,100.0,0.0,100.0,1,Govt. Elementary School Sastry,Jalandhar,Jalandhar-I,130,Higher Secondary,Hindi
SCH0149,2025-05,40.0,0.0,100.0,0.0,100.0,100.0,1,Govt. Middle School Uppal,Moga,Bagha Purana,117,Higher Secondary,Hindi
SCH0149,2025-06,20.0,100.0,100.0,100.0,0.0,100.0,1,Govt. Middle School Uppal,Moga,Bagha Purana,117,Higher Secondary,Hindi
SCH0150,2025-05,20.0,100.0,100.0,0.0,100.0,100.0,1,Govt. Primary School Parikh,Ludhiana,Doraha,299,Higher Secondary,English
SCH0150,2025-08,20.0,0.0,100.0,100.0,100.0,100.0,1,Govt. Primary School Parikh,Ludhiana,Doraha,299,Higher Secondary,English
SCH0150,2025-12,33.333333333333336,100.0,100.0,33.33333333333333,33.33333333333333,66.66666666666666,3,Govt. Primary School Parikh,Ludhiana,Doraha,299,Higher Secondary,English
SCH0151,2025-04,40.0,100.0,100.0,0.0,100.0,0.0,1,Govt. Primary School Dugar,Amritsar,Amritsar-I,354,Higher Secondary,Hindi
SCH0151,2025-05,20.0,100.0,100.0,100.0,0.0,100.0,1,Govt. Primary School Dugar,Amritsar,Amritsar-I,354,Higher Secondary,Hindi
SCH0151,2025-07,33.333333333333336,100.0,100.0,66.66666666666666,33.33333333333333,0.0,3,Govt. Primary School Dugar,Amritsar,Amritsar-I,354,Higher Secondary,Hindi
SCH0151,2025-08,40.0,100.0,100.0,100.0,0.0,0.0,1,Govt. Primary School Dugar,Amritsar,Amritsar-I,354,Higher Secondary,Hindi
SCH0151,2025-10,60.0,0.0,0.0,100.0,0.0,100.0,1,Govt. Primary School Dugar,Amritsar,Amritsar-I,354,Higher Secondary,Hindi
SCH0151,2025-11,20.0,100.0,100.0,100.0,0.0,100.0,2,Govt. Primary School Dugar,Amritsar,Amritsar-I,354,Higher Secondary,Hindi
SCH0152,2025-06,60.0,0.0,0.0,100.0,100.0,0.0,1,Govt. Elementary School Dass,Patiala,Samana,349,Upper Primary,English
SCH0152,2025-10,40.0,100.0,100.0,0.0,100.0,0.0,1,Govt. Elementary School Dass,Patiala,Samana,349,Upper Primary,English
SCH0152,2026-02,40.0,0.0,100.0,0.0,100.0,100.0,1,Govt. Elementary School Dass,Patiala,Samana,349,Upper Primary,English
SCH0153,2025-05,20.0,100.0,0.0,100.0,100.0,100.0,1,Govt. Senior Secondary School Vohra,Amritsar,Amritsar-II,60,Higher Secondary,English
SCH0153,2025-09,60.0,0.0,100.0,100.0,0.0,0.0,1,Govt. Senior Secondary School Vohra,Amritsar,Amritsar-II,60,Higher Secondary,English
SCH0153,2025-11,25.0,100.0,100.0,0.0,,100.0,1,Govt. Senior Secondary School Vohra,Amritsar,Amritsar-II,60,Higher Secondary,English
SCH0154,2025-05,40.0,0.0,100.0,100.0,100.0,0.0,1,Govt. Middle School Chakraborty,Ferozepur,Unknown,436,Primary,Punjabi
SCH0154,2025-07,20.0,100.0,100.0,100.0,0.0,100.0,1,Govt. Middle School Chakraborty,Ferozepur,Unknown,436,Primary,Punjabi
SCH0154,2026-02,20.0,100.0,100.0,0.0,100.0,100.0,1,Govt. Middle School Chakraborty,Ferozepur,Unknown,436,Primary,Punjabi
SCH0154,2026-03,40.0,100.0,100.0,100.0,0.0,0.0,1,Govt. Middle School Chakraborty,Ferozepur,Unknown,436,Primary,Punjabi
SCH0155,2025-05,50.0,50.0,50.0,100.0,50.0,0.0,2,Govt. Senior Secondary School Chander,Ferozepur,Makhu,169,Upper Primary,English
SCH0155,2025-10,0.0,100.0,100.0,100.0,100.0,100.0,1,Govt. Senior Secondary School Chander,Ferozepur,Makhu,169,Upper Primary,English
SCH0155,2026-02,20.0,100.0,100.0,100.0,100.0,0.0,1,Govt. Senior Secondary School Chander,Ferozepur,Makhu,169,Upper Primary,English
SCH0156,2025-01,20.0,100.0,100.0,100.0,100.0,0.0,1,Govt. Elementary School Barad,Ferozepur,Zira,344,Primary,English
SCH0156,2026-01,20.0,100.0,100.0,100.0,100.0,0.0,1,Govt. Elementary School Barad,Ferozepur,Zira,344,Primary,English
SCH0156,2026-03,40.0,0.0,0.0,100.0,100.0,100.0,1,Govt. Elementary School Barad,Ferozepur,Zira,344,Primary,English
SCH0157,2025-05,50.0,100.0,,100.0,0.0,0.0,1,Govt. Middle School Keer,Jalandhar,Jalandhar-I,370,Secondary,Hindi
SCH0157,2025-07,0.0,100.0,,100.0,100.0,100.0,1,Govt. Middle School Keer,Jalandhar,Jalandhar-I,370,Secondary,Hindi
SCH0157,2025-12,60.0,100.0,100.0,0.0,0.0,0.0,1,Govt. Middle School Keer,Jalandhar,Jalandhar-I,370,Secondary,Hindi
SCH0158,2025-10,25.0,100.0,100.0,100.0,0.0,,1,Govt. Middle School Tella,Moga,Nihal Singh Wala,138,Upper Primary,Punjabi
SCH0159,2025-04,20.0,0.0,100.0,100.0,100.0,100.0,1,Govt. Senior Secondary School Gade,Ludhiana,Doraha,432,Higher Secondary,Hindi
SCH0159,2025-05,20.0,100.0,100.0,100.0,0.0,100.0,1,Govt. Senior Secondary School Gade,Ludhiana,Doraha,432,Higher Secondary,Hindi
SCH0159,2025-06,40.0,100.0,100.0,0.0,0.0,100.0,1,Govt. Senior Secondary School Gade,Ludhiana,Doraha,432,Higher Secondary,Hindi
SCH0159,2025-08,25.0,0.0,100.0,100.0,100.0,,1,Govt. Senior Secondary School Gade,Ludhiana,Doraha,432,Higher Secondary,Hindi
SCH0159,2025-11,40.0,100.0,100.0,100.0,0.0,0.0,1,Govt. Senior Secondary School Gade,Ludhiana,Doraha,432,Higher Secondary,Hindi
SCH0160,2025-04,20.0,100.0,100.0,100.0,100.0,0.0,1,Govt. Middle School Munshi,Jalandhar,Phillaur,62,Upper Primary,Punjabi
SCH0160,2025-05,0.0,100.0,100.0,,100.0,100.0,1,Govt. Middle School Munshi,Jalandhar,Phillaur,62,Upper Primary,Punjabi
SCH0160,2026-01,40.0,100.0,100.0,0.0,0.0,100.0,1,Govt. Middle School Munshi,Jalandhar,Phillaur,62,Upper Primary,Punjabi
SCH0161,2025-07,60.0,100.0,0.0,100.0,0.0,0.0,1,Govt. Senior Secondary School Mand,Patiala,Nabha,198,Higher Secondary,Hindi
SCH0161,2025-08,40.0,100.0,100.0,0.0,100.0,0.0,1,Govt. Senior Secondary School Mand,Patiala,Nabha,198,Higher Secondary,Hindi
SCH0161,2025-10,20.0,100.0,100.0,100.0,100.0,0.0,1,Govt. Senior Secondary School Mand,Patiala,Nabha,198,Higher Secondary,Hindi
SCH0161,2026-03,0.0,100.0,100.0,100.0,100.0,100.0,1,Govt. Senior Secondary School Mand,Patiala,Nabha,198,Higher Secondary,Hindi
SCH0162,2025-08,40.0,100.0,100.0,100.0,0.0,0.0,1,Govt. Elementary School Deshpande,Sangrur,Dhuri,433,Higher Secondary,Hindi
SCH0162,2025-10,60.0,0.0,100.0,0.0,100.0,0.0,1,Govt. Elementary School Deshpande,Sangrur,Dhuri,433,Higher Secondary,Hindi
SCH0162,2026-01,0.0,100.0,100.0,100.0,100.0,100.0,1,Govt. Elementary School Deshpande,Sangrur,Dhuri,433,Higher Secondary,Hindi
SCH0163,2025-05,40.0,100.0,0.0,100.0,0.0,100.0,1,Govt. Primary School Ratta,Jalandhar,Nakodar,66,Secondary,Hindi
SCH0163,2025-07,60.0,100.0,0.0,0.0,100.0,0.0,1,Govt. Primary School Ratta,Jalandhar,Nakodar,66,Secondary,Hindi
SCH0163,2026-03,25.0,,100.0,0.0,100.0,100.0,1,Govt. Primary School Ratta,Jalandhar,Nakodar,66,Secondary,Hindi
SCH0163,2026-05,60.0,0.0,0.0,100.0,100.0,0.0,1,Govt. Primary School Ratta,Jalandhar,Nakodar,66,Secondary,Hindi
SCH0164,2025-04,80.0,0.0,100.0,0.0,0.0,0.0,1,Govt. Senior Secondary School Barad,Amritsar,Ajnala,82,Secondary,Punjabi
SCH0164,2025-08,50.0,,100.0,100.0,0.0,0.0,1,Govt. Senior Secondary School Barad,Amritsar,Ajnala,82,Secondary,Punjabi
SCH0164,2025-10,80.0,0.0,0.0,100.0,0.0,0.0,1,Govt. Senior Secondary School Barad,Amritsar,Ajnala,82,Secondary,Punjabi
SCH0164,2025-11,30.0,100.0,100.0,50.0,100.0,0.0,2,Govt. Senior Secondary School Barad,Amritsar,Ajnala,82,Secondary,Punjabi
SCH0164,2026-02,60.0,100.0,100.0,0.0,0.0,0.0,1,Govt. Senior Secondary School Barad,Amritsar,Ajnala,82,Secondary,Punjabi
SCH0164,2026-03,32.5,0.0,100.0,100.0,0.0,100.0,2,Govt. Senior Secondary School Barad,Amritsar,Ajnala,82,Secondary,Punjabi
SCH0165,2025-10,80.0,0.0,0.0,100.0,0.0,0.0,1,Govt. Middle School Mallick,Patiala,Rajpura,218,Higher Secondary,Punjabi
SCH0165,2026-01,40.0,0.0,0.0,100.0,100.0,100.0,1,Govt. Middle School Mallick,Patiala,Rajpura,218,Higher Secondary,Punjabi
SCH0165,2026-03,0.0,100.0,100.0,100.0,100.0,100.0,1,Govt. Middle School Mallick,Patiala,Rajpura,218,Higher Secondary,Punjabi
SCH0166,2025-08,25.0,0.0,100.0,100.0,100.0,,1,Govt. Middle School Devi,Moga,Moga-II,54,Primary,Hindi
SCH0166,2025-11,0.0,100.0,,100.0,100.0,100.0,1,Govt. Middle School Devi,Moga,Moga-II,54,Primary,Hindi
SCH0166,2026-02,60.0,0.0,100.0,100.0,0.0,0.0,1,Govt. Middle School Devi,Moga,Moga-II,54,Primary,Hindi
SCH0167,2025-04,80.0,0.0,100.0,0.0,0.0,0.0,1,Govt. Elementary School Pall,Ludhiana,Doraha,281,Upper Primary,Punjabi
SCH0168,2025-05,60.0,0.0,100.0,0.0,100.0,0.0,1,Govt. Elementary School Narayan,Amritsar,Amritsar-I,171,Upper Primary,English
SCH0168,2025-07,0.0,100.0,100.0,100.0,100.0,100.0,2,Govt. Elementary School Narayan,Amritsar,Amritsar-I,171,Upper Primary,English
SCH0168,2025-10,20.0,100.0,100.0,100.0,0.0,100.0,1,Govt. Elementary School Narayan,Amritsar,Amritsar-I,171,Upper Primary,English
SCH0168,2026-02,60.0,0.0,100.0,0.0,0.0,100.0,1,Govt. Elementary School Narayan,Amritsar,Amritsar-I,171,Upper Primary,English
SCH0168,2026-03,0.0,100.0,100.0,100.0,100.0,100.0,1,Govt. Elementary School Narayan,Amritsar,Amritsar-I,171,Upper Primary,English
SCH0169,2025-07,20.0,100.0,100.0,100.0,100.0,0.0,1,Govt. Elementary School Walia,Unknown,Unknown,102,Higher Secondary,Punjabi
SCH0169,2025-08,26.666666666666668,100.0,100.0,66.66666666666666,100.0,0.0,3,Govt. Elementary School Walia,Unknown,Unknown,102,Higher Secondary,Punjabi
SCH0169,2025-09,33.33333333333333,0.0,100.0,,,100.0,1,Govt. Elementary School Walia,Unknown,Unknown,102,Higher Secondary,Punjabi
SCH0170,2025-07,62.5,0.0,100.0,100.0,0.0,0.0,2,Govt. Middle School Mallick,Ludhiana,Ludhiana-II,407,Higher Secondary,Punjabi
SCH0170,2025-08,60.0,100.0,0.0,0.0,100.0,0.0,1,Govt. Middle School Mallick,Ludhiana,Ludhiana-II,407,Higher Secondary,Punjabi
SCH0170,2025-09,0.0,100.0,100.0,100.0,100.0,100.0,1,Govt. Middle School Mallick,Ludhiana,Ludhiana-II,407,Higher Secondary,Punjabi
SCH0171,2025-06,60.0,100.0,0.0,100.0,0.0,0.0,1,Govt. Primary School Dasgupta,Jalandhar,Jalandhar-I,308,Primary,Punjabi
SCH0171,2025-11,42.5,100.0,100.0,50.0,0.0,0.0,2,Govt. Primary School Dasgupta,Jalandhar,Jalandhar-I,308,Primary,Punjabi
SCH0172,2025-05,20.0,0.0,100.0,100.0,100.0,100.0,1,Govt. Primary School Konda,Ludhiana,Machhiwara,231,Primary,Punjabi
SCH0172,2025-07,40.0,0.0,100.0,100.0,0.0,100.0,1,Govt. Primary School Konda,Ludhiana,Machhiwara,231,Primary,Punjabi
SCH0172,2025-09,60.0,0.0,100.0,0.0,0.0,100.0,1,Govt. Primary School Konda,Ludhiana,Machhiwara,231,Primary,Punjabi
SCH0172,2026-02,65.0,50.0,50.0,100.0,0.0,0.0,2,Govt. Primary School Konda,Ludhiana,Machhiwara,231,Primary,Punjabi
SCH0173,2025-05,60.0,0.0,0.0,100.0,0.0,100.0,1,Govt. Senior Secondary School Johal,Moga,Moga-II,62,Secondary,Punjabi
SCH0173,2025-07,30.0,100.0,100.0,50.0,50.0,50.0,2,Govt. Senior Secondary School Johal,Moga,Moga-II,62,Secondary,Punjabi
SCH0173,2025-09,40.0,100.0,50.0,50.0,50.0,50.0,2,Govt. Senior Secondary School Johal,Moga,Moga-II,62,Secondary,Punjabi
SCH0173,2026-01,60.0,100.0,100.0,0.0,0.0,0.0,1,Govt. Senior Secondary School Johal,Moga,Moga-II,62,Secondary,Punjabi
SCH0174,2025-04,0.0,100.0,100.0,100.0,,100.0,1,Govt. Senior Secondary School Lanka,Sangrur,Unknown,109,Higher Secondary,Hindi
SCH0174,2025-06,60.0,100.0,0.0,100.0,0.0,0.0,1,Govt. Senior Secondary School Lanka,Sangrur,Unknown,109,Higher Secondary,Hindi
SCH0174,2025-07,32.5,100.0,100.0,100.0,50.0,0.0,2,Govt. Senior Secondary School Lanka,Sangrur,Unknown,109,Higher Secondary,Hindi
SCH0174,2025-08,25.0,,100.0,100.0,0.0,100.0,1,Govt. Senior Secondary School Lanka,Sangrur,Unknown,109,Higher Secondary,Hindi
SCH0174,2025-11,20.0,0.0,100.0,100.0,100.0,100.0,1,Govt. Senior Secondary School Lanka,Sangrur,Unknown,109,Higher Secondary,Hindi
SCH0174,2026-03,60.0,100.0,0.0,100.0,0.0,0.0,1,Govt. Senior Secondary School Lanka,Sangrur,Unknown,109,Higher Secondary,Hindi
SCH0175,2025-10,20.0,100.0,100.0,0.0,100.0,100.0,1,Govt. Senior Secondary School Naik,Ludhiana,Doraha,198,Higher Secondary,Punjabi
SCH0175,2025-12,0.0,100.0,100.0,100.0,,100.0,1,Govt. Senior Secondary School Naik,Ludhiana,Doraha,198,Higher Secondary,Punjabi
SCH0175,2026-02,40.0,100.0,0.0,100.0,0.0,100.0,1,Govt. Senior Secondary School Naik,Ludhiana,Doraha,198,Higher Secondary,Punjabi
SCH0175,2026-03,30.0,50.0,100.0,100.0,50.0,50.0,2,Govt. Senior Secondary School Naik,Ludhiana,Doraha,198,Higher Secondary,Punjabi
SCH0175,2026-12,40.0,100.0,100.0,100.0,0.0,0.0,1,Govt. Senior Secondary School Naik,Ludhiana,Doraha,198,Higher Secondary,Punjabi
SCH0176,2025-04,40.0,100.0,100.0,100.0,0.0,0.0,1,Govt. Elementary School Barad,Moga,Bagha Purana,103,Higher Secondary,Punjabi
SCH0176,2025-07,10.0,50.0,100.0,100.0,100.0,100.0,2,Govt. Elementary School Barad,Moga,Bagha Purana,103,Higher Secondary,Punjabi
SCH0176,2025-09,60.0,0.0,100.0,0.0,100.0,0.0,1,Govt. Elementary School Barad,Moga,Bagha Purana,103,Higher Secondary,Punjabi
SCH0176,2026-02,40.0,100.0,100.0,100.0,0.0,0.0,1,Govt. Elementary School Barad,Moga,Bagha Purana,103,Higher Secondary,Punjabi
SCH0177,2025-06,20.0,100.0,100.0,100.0,0.0,100.0,1,Govt. Middle School Manne,Moga,Moga-II,294,Secondary,Punjabi
SCH0177,2025-09,37.5,50.0,100.0,100.0,0.0,100.0,2,Govt. Middle School Manne,Moga,Moga-II,294,Secondary,Punjabi
SCH0178,2025-05,60.0,0.0,100.0,100.0,0.0,0.0,1,Govt. Middle School Dyal,Amritsar,Tarn Taran,348,Upper Primary,English
SCH0179,2025-08,25.0,66.66666666666666,66.66666666666666,100.0,100.0,66.66666666666666,3,Govt. Elementary School Raman,Bathinda,Rampura Phul,268,Higher Secondary,Punjabi
SCH0179,2025-09,0.0,100.0,100.0,100.0,100.0,100.0,1,Govt. Elementary School Raman,Bathinda,Rampura Phul,268,Higher Secondary,Punjabi
SCH0179,2025-12,40.0,100.0,0.0,100.0,0.0,100.0,1,Govt. Elementary School Raman,Bathinda,Rampura Phul,268,Higher Secondary,Punjabi
SCH0180,2025-04,20.0,100.0,100.0,100.0,0.0,100.0,1,Govt. Elementary School Sha,Moga,Nihal Singh Wala,180,Primary,Hindi
SCH0180,2025-12,12.5,100.0,100.0,100.0,100.0,50.0,2,Govt. Elementary School Sha,Moga,Nihal Singh Wala,180,Primary,Hindi
SCH0180,2026-02,20.0,100.0,100.0,0.0,100.0,100.0,1,Govt. Elementary School Sha,Moga,Nihal Singh Wala,180,Primary,Hindi
SCH0180,2026-03,60.0,100.0,0.0,0.0,100.0,0.0,1,Govt. Elementary School Sha,Moga,Nihal Singh Wala,180,Primary,Hindi
SCH0181,2025-04,25.0,100.0,100.0,,100.0,0.0,1,Govt. Primary School Lala,Ludhiana,Ludhiana-II,351,Higher Secondary,English
SCH0181,2025-05,20.0,100.0,100.0,100.0,100.0,0.0,1,Govt. Primary School Lala,Ludhiana,Ludhiana-II,351,Higher Secondary,English
SCH0181,2025-09,40.0,0.0,100.0,100.0,100.0,0.0,1,Govt. Primary School Lala,Ludhiana,Ludhiana-II,351,Higher Secondary,English
SCH0181,2025-10,42.5,0.0,100.0,100.0,50.0,0.0,2,Govt. Primary School Lala,Ludhiana,Ludhiana-II,351,Higher Secondary,English
SCH0181,2026-03,20.0,100.0,100.0,0.0,100.0,100.0,1,Govt. Primary School Lala,Ludhiana,Ludhiana-II,351,Higher Secondary,English
SCH0182,2025-04,40.0,0.0,100.0,100.0,100.0,0.0,1,Govt. Middle School Hari,Unknown,Nihal Singh Wala,330,Upper Primary,Punjabi
SCH0182,2025-05,20.0,100.0,100.0,100.0,0.0,100.0,1,Govt. Middle School Hari,Unknown,Nihal Singh Wala,330,Upper Primary,Punjabi
SCH0182,2025-06,40.0,0.0,100.0,0.0,100.0,100.0,1,Govt. Middle School Hari,Unknown,Nihal Singh Wala,330,Upper Primary,Punjabi
SCH0182,2025-11,20.0,100.0,0.0,100.0,100.0,100.0,1,Govt. Middle School Hari,Unknown,Nihal Singh Wala,330,Upper Primary,Punjabi
SCH0182,2025-12,0.0,100.0,100.0,100.0,100.0,100.0,1,Govt. Middle School Hari,Unknown,Nihal Singh Wala,330,Upper Primary,Punjabi
SCH0182,2026-03,47.5,50.0,100.0,50.0,100.0,0.0,2,Govt. Middle School Hari,Unknown,Nihal Singh Wala,330,Upper Primary,Punjabi
SCH0183,2025-05,50.0,,0.0,100.0,100.0,0.0,1,Govt. Primary School Narain,Jalandhar,Unknown,243,Secondary,Hindi
SCH0183,2025-07,0.0,100.0,100.0,100.0,100.0,100.0,1,Govt. Primary School Narain,Jalandhar,Unknown,243,Secondary,Hindi
SCH0183,2025-08,40.0,100.0,100.0,100.0,0.0,0.0,1,Govt. Primary School Narain,Jalandhar,Unknown,243,Secondary,Hindi
SCH0183,2026-02,0.0,100.0,100.0,100.0,100.0,100.0,1,Govt. Primary School Narain,Jalandhar,Unknown,243,Secondary,Hindi
SCH0184,2025-05,40.0,100.0,100.0,0.0,100.0,0.0,1,Govt. Senior Secondary School Hora,Sangrur,Dhuri,327,Secondary,English
SCH0184,2025-09,20.0,100.0,100.0,100.0,100.0,0.0,1,Govt. Senior Secondary School Hora,Sangrur,Dhuri,327,Secondary,English
SCH0184,2025-10,20.0,100.0,100.0,100.0,0.0,100.0,1,Govt. Senior Secondary School Hora,Sangrur,Dhuri,327,Secondary,English
SCH0184,2026-01,0.0,,100.0,100.0,100.0,100.0,1,Govt. Senior Secondary School Hora,Sangrur,Dhuri,327,Secondary,English
SCH0184,2026-03,20.0,100.0,100.0,100.0,0.0,100.0,1,Govt. Senior Secondary School Hora,Sangrur,Dhuri,327,Secondary,English
SCH0185,2025-07,25.0,100.0,100.0,100.0,0.0,,1,Govt. Elementary School Tata,Sangrur,Sunam,102,Primary,English
SCH0185,2025-08,20.0,100.0,100.0,100.0,0.0,100.0,1,Govt. Elementary School Tata,Sangrur,Sunam,102,Primary,English
SCH0185,2025-11,0.0,100.0,100.0,100.0,100.0,100.0,1,Govt. Elementary School Tata,Sangrur,Sunam,102,Primary,English
SCH0185,2026-03,0.0,100.0,100.0,100.0,100.0,100.0,1,Govt. Elementary School Tata,Sangrur,Sunam,102,Primary,English
SCH0186,2025-04,20.0,100.0,100.0,100.0,100.0,0.0,1,Govt. Senior Secondary School Pillay,Moga,Moga-I,321,Secondary,Hindi
SCH0186,2025-05,80.0,0.0,0.0,0.0,0.0,100.0,1,Govt. Senior Secondary School Pillay,Moga,Moga-I,321,Secondary,Hindi
SCH0186,2025-07,40.0,100.0,100.0,100.0,0.0,0.0,1,Govt. Senior Secondary School Pillay,Moga,Moga-I,321,Secondary,Hindi
SCH0186,2025-08,60.0,0.0,0.0,100.0,100.0,0.0,1,Govt. Senior Secondary School Pillay,Moga,Moga-I,321,Secondary,Hindi
SCH0186,2025-12,20.0,100.0,100.0,100.0,100.0,0.0,1,Govt. Senior Secondary School Pillay,Moga,Moga-I,321,Secondary,Hindi
SCH0187,2025-05,20.0,100.0,100.0,100.0,100.0,0.0,1,Govt. Primary School Chaudhari,Patiala,Patiala,142,Upper Primary,Hindi
