school_id,month,total_students_observed,total_students_present,avg_attendance_rate,impossible_attendance_records,proxy_attendance_records,attendance_records,attendance_rate,proxy_attendance_rate,school_name,district,block,total_enrolled_students,school_type,medium
SCH0165,2025-11,560,489,83.54380032021885,0,0,4,87.32142857142857,0.0,Govt. Middle School Mallick,Patiala,Rajpura,218,Higher Secondary,Punjabi
SCH0165,2025-12,681,510,78.34468816067653,0,0,4,74.8898678414097,0.0,Govt. Middle School Mallick,Patiala,Rajpura,218,Higher Secondary,Punjabi
SCH0165,2026-01,84,70,83.33333333333334,0,0,1,83.33333333333334,0.0,Govt. Middle School Mallick,Patiala,Rajpura,218,Higher Secondary,Punjabi
SCH0165,2026-02,224,138,61.60714285714286,0,0,1,61.60714285714286,0.0,Govt. Middle School Mallick,Patiala,Rajpura,218,Higher Secondary,Punjabi
SCH0165,2026-03,580,510,83.98079333118703,0,0,3,87.93103448275862,0.0,Govt. Middle School Mallick,Patiala,Rajpura,218,Higher Secondary,Punjabi
SCH0166,2025-04,746,598,80.20619501036967,1,0,6,80.16085790884718,0.0,Govt. Middle School Devi,Moga,Moga-II,54,Primary,Hindi
SCH0166,2025-05,346,284,82.55661419497376,0,0,2,82.08092485549133,0.0,Govt. Middle School Devi,Moga,Moga-II,54,Primary,Hindi
SCH0166,2025-06,727,556,76.78798249601645,0,0,4,76.47867950481431,0.0,Govt. Middle School Devi,Moga,Moga-II,54,Primary,Hindi
SCH0166,2025-07,1244,911,71.55336341006706,0,0,6,73.23151125401928,0.0,Govt. Middle School Devi,Moga,Moga-II,54,Primary,Hindi
SCH0166,2025-09,246,213,86.58536585365853,1,0,2,86.58536585365853,0.0,Govt. Middle School Devi,Moga,Moga-II,54,Primary,Hindi
SCH0166,2025-10,546,415,83.51830865009924,0,1,4,76.007326007326,25.0,Govt. Middle School Devi,Moga,Moga-II,54,Primary,Hindi
SCH0166,2025-11,367,319,86.02348460806094,0,0,2,86.92098092643052,0.0,Govt. Middle School Devi,Moga,Moga-II,54,Primary,Hindi
SCH0166,2025-12,240,166,69.16666666666667,2,0,3,69.16666666666667,0.0,Govt. Middle School Devi,Moga,Moga-II,54,Primary,Hindi
SCH0166,2026-01,623,421,67.3730114692367,0,0,3,67.57624398073835,0.0,Govt. Middle School Devi,Moga,Moga-II,54,Primary,Hindi
SCH0166,2026-02,423,375,88.8244514106583,0,0,2,88.65248226950354,0.0,Govt. Middle School Devi,Moga,Moga-II,54,Primary,Hindi
SCH0166,2026-03,269,195,70.54297135243172,0,0,2,72.4907063197026,0.0,Govt. Middle School Devi,Moga,Moga-II,54,Primary,Hindi
SCH0166,2026-06,65,44,67.6923076923077,0,0,1,67.6923076923077,0.0,Govt. Middle School Devi,Moga,Moga-II,54,Primary,Hindi
SCH0166,2026-10,55,40,72.72727272727273,0,0,1,72.72727272727273,0.0,Govt. Middle School Devi,Moga,Moga-II,54,Primary,Hindi
SCH0166,2026-12,80,69,86.25,0,0,1,86.25,0.0,Govt. Middle School Devi,Moga,Moga-II,54,Primary,Hindi
SCH0167,2025-01,47,40,85.1063829787234,0,0,1,85.1063829787234,0.0,Govt. Elementary School Pall,Ludhiana,Doraha,281,Upper Primary,Punjabi
SCH0167,2025-04,293,216,74.22817047817047,0,0,3,73.72013651877133,0.0,Govt. Elementary School Pall,Ludhiana,Doraha,281,Upper Primary,Punjabi
SCH0167,2025-05,509,440,86.64457267623206,0,0,2,86.44400785854617,0.0,Govt. Elementary School Pall,Ludhiana,Doraha,281,Upper Primary,Punjabi
SCH0167,2025-06,465,347,76.95160864978902,0,0,3,74.6236559139785,0.0,Govt. Elementary School Pall,Ludhiana,Doraha,281,Upper Primary,Punjabi
SCH0167,2025-07,307,247,78.28007945401455,0,0,4,80.45602605863192,0.0,Govt. Elementary School Pall,Ludhiana,Doraha,281,Upper Primary,Punjabi
SCH0167,2025-08,298,220,74.64613970588235,0,0,2,73.8255033557047,0.0,Govt. Elementary School Pall,Ludhiana,Doraha,281,Upper Primary,Punjabi
SCH0167,2025-09,421,300,69.76430121427582,0,0,2,71.25890736342043,0.0,Govt. Elementary School Pall,Ludhiana,Doraha,281,Upper Primary,Punjabi
SCH0167,2025-10,577,421,74.14644573200732,1,0,4,72.9636048526863,0.0,Govt. Elementary School Pall,Ludhiana,Doraha,281,Upper Primary,Punjabi
SCH0167,2025-11,90,59,65.55555555555556,1,0,2,65.55555555555556,0.0,Govt. Elementary School Pall,Ludhiana,Doraha,281,Upper Primary,Punjabi
SCH0167,2025-12,138,116,84.05797101449275,0,0,1,84.05797101449275,0.0,Govt. Elementary School Pall,Ludhiana,Doraha,281,Upper Primary,Punjabi
SCH0167,2026-01,138,111,79.14539400665927,2,0,4,80.43478260869566,0.0,Govt. Elementary School Pall,Ludhiana,Doraha,281,Upper Primary,Punjabi
SCH0167,2026-02,445,375,85.28114720628169,0,0,3,84.26966292134831,0.0,Govt. Elementary School Pall,Ludhiana,Doraha,281,Upper Primary,Punjabi
SCH0167,2026-03,608,504,84.71400559458108,0,0,3,82.89473684210526,0.0,Govt. Elementary School Pall,Ludhiana,Doraha,281,Upper Primary,Punjabi
SCH0167,2026-11,488,430,86.1244019138756,0,0,2,88.11475409836066,0.0,Govt. Elementary School Pall,Ludhiana,Doraha,281,Upper Primary,Punjabi
SCH0168,2025-04,427,341,77.93319653442772,0,0,2,79.85948477751757,0.0,Govt. Elementary School Narayan,Amritsar,Amritsar-I,171,Upper Primary,English
SCH0168,2025-05,869,710,80.159920834561,0,0,5,81.70310701956271,0.0,Govt. Elementary School Narayan,Amritsar,Amritsar-I,171,Upper Primary,English
SCH0168,2025-06,307,304,97.72727272727272,1,1,3,99.0228013029316,33.33333333333333,Govt. Elementary School Narayan,Amritsar,Amritsar-I,171,Upper Primary,English
SCH0168,2025-07,111,75,67.56756756756756,0,0,1,67.56756756756756,0.0,Govt. Elementary School Narayan,Amritsar,Amritsar-I,171,Upper Primary,English
SCH0168,2025-08,586,477,80.80074454317487,0,0,3,81.39931740614334,0.0,Govt. Elementary School Narayan,Amritsar,Amritsar-I,171,Upper Primary,English
SCH0168,2025-09,463,312,67.0865413647343,0,0,2,67.3866090712743,0.0,Govt. Elementary School Narayan,Amritsar,Amritsar-I,171,Upper Primary,English
SCH0168,2025-10,787,553,70.85074457262378,0,0,4,70.26683608640406,0.0,Govt. Elementary School Narayan,Amritsar,Amritsar-I,171,Upper Primary,English
SCH0168,2025-11,331,256,80.51812090756815,0,0,2,77.34138972809667,0.0,Govt. Elementary School Narayan,Amritsar,Amritsar-I,171,Upper Primary,English
SCH0168,2025-12,650,526,85.3274979617719,0,0,4,80.92307692307692,0.0,Govt. Elementary School Narayan,Amritsar,Amritsar-I,171,Upper Primary,English
SCH0168,2026-01,217,145,66.82027649769586,0,0,1,66.82027649769586,0.0,Govt. Elementary School Narayan,Amritsar,Amritsar-I,171,Upper Primary,English
SCH0168,2026-02,265,205,77.35849056603774,0,0,1,77.35849056603774,0.0,Govt. Elementary School Narayan,Amritsar,Amritsar-I,171,Upper Primary,English
SCH0168,2026-03,569,408,71.74219387376696,0,0,2,71.70474516695958,0.0,Govt. Elementary School Narayan,Amritsar,Amritsar-I,171,Upper Primary,English
SCH0168,2026-06,0,0,,1,0,1,,0.0,Govt. Elementary School Narayan,Amritsar,Amritsar-I,171,Upper Primary,English
SCH0168,2026-07,335,271,75.55882950619792,0,0,2,80.8955223880597,0.0,Govt. Elementary School Narayan,Amritsar,Amritsar-I,171,Upper Primary,English
SCH0169,2025-05,706,579,82.4915048050307,0,0,4,82.01133144475921,0.0,Govt. Elementary School Walia,Unknown,Unknown,102,Higher Secondary,Punjabi
SCH0169,2025-06,276,206,74.63768115942028,0,0,1,74.63768115942028,0.0,Govt. Elementary School Walia,Unknown,Unknown,102,Higher Secondary,Punjabi
SCH0169,2025-07,1019,746,74.22856515999969,0,1,6,73.2090284592738,16.666666666666664,Govt. Elementary School Walia,Unknown,Unknown,102,Higher Secondary,Punjabi
SCH0169,2025-08,331,299,88.79147812971343,0,0,2,90.33232628398792,0.0,Govt. Elementary School Walia,Unknown,Unknown,102,Higher Secondary,Punjabi
SCH0169,2025-09,138,138,100.0,0,0,1,100.0,0.0,Govt. Elementary School Walia,Unknown,Unknown,102,Higher Secondary,Punjabi
SCH0169,2025-10,234,214,91.45299145299144,0,0,1,91.45299145299145,0.0,Govt. Elementary School Walia,Unknown,Unknown,102,Higher Secondary,Punjabi
SCH0169,2025-11,392,282,79.85737071827329,0,0,3,71.93877551020408,0.0,Govt. Elementary School Walia,Unknown,Unknown,102,Higher Secondary,Punjabi
SCH0169,2025-12,1541,1400,92.25317075898612,0,0,8,90.85009733939,0.0,Govt. Elementary School Walia,Unknown,Unknown,102,Higher Secondary,Punjabi
SCH0169,2026-01,336,235,72.02456639659697,0,0,3,69.94047619047619,0.0,Govt. Elementary School Walia,Unknown,Unknown,102,Higher Secondary,Punjabi
SCH0169,2026-02,454,400,87.25647536820722,1,0,3,88.10572687224669,0.0,Govt. Elementary School Walia,Unknown,Unknown,102,Higher Secondary,Punjabi
SCH0169,2026-03,84,53,63.095238095238095,0,0,1,63.095238095238095,0.0,Govt. Elementary School Walia,Unknown,Unknown,102,Higher Secondary,Punjabi
SCH0170,2025-02,330,245,75.19041218637992,0,0,2,74.24242424242425,0.0,Govt. Middle School Mallick,Ludhiana,Ludhiana-II,407,Higher Secondary,Punjabi
SCH0170,2025-03,266,253,95.1127819548872,0,0,1,95.11278195488721,0.0,Govt. Middle School Mallick,Ludhiana,Ludhiana-II,407,Higher Secondary,Punjabi
SCH0170,2025-04,855,697,77.33150955179757,0,0,4,81.52046783625731,0.0,Govt. Middle School Mallick,Ludhiana,Ludhiana-II,407,Higher Secondary,Punjabi
SCH0170,2025-05,282,274,97.86666666666667,0,2,3,97.16312056737588,66.66666666666666,Govt. Middle School Mallick,Ludhiana,Ludhiana-II,407,Higher Secondary,Punjabi
SCH0170,2025-06,631,485,78.24220192458348,0,0,3,76.8621236133122,0.0,Govt. Middle School Mallick,Ludhiana,Ludhiana-II,407,Higher Secondary,Punjabi
SCH0170,2025-07,480,300,62.49934885659218,0,0,2,62.5,0.0,Govt. Middle School Mallick,Ludhiana,Ludhiana-II,407,Higher Secondary,Punjabi
SCH0170,2025-08,719,505,70.06658235287964,0,0,4,70.2364394993046,0.0,Govt. Middle School Mallick,Ludhiana,Ludhiana-II,407,Higher Secondary,Punjabi
SCH0170,2025-09,905,608,67.1277825574409,0,0,4,67.18232044198895,0.0,Govt. Middle School Mallick,Ludhiana,Ludhiana-II,407,Higher Secondary,Punjabi
SCH0170,2025-10,266,181,68.04511278195488,0,0,1,68.04511278195488,0.0,Govt. Middle School Mallick,Ludhiana,Ludhiana-II,407,Higher Secondary,Punjabi
SCH0170,2025-11,491,411,85.11738157382604,0,0,3,83.70672097759673,0.0,Govt. Middle School Mallick,Ludhiana,Ludhiana-II,407,Higher Secondary,Punjabi
SCH0170,2025-12,145,136,93.79310344827586,0,0,1,93.79310344827586,0.0,Govt. Middle School Mallick,Ludhiana,Ludhiana-II,407,Higher Secondary,Punjabi
SCH0170,2026-01,291,235,81.54830811810574,0,0,3,80.75601374570446,0.0,Govt. Middle School Mallick,Ludhiana,Ludhiana-II,407,Higher Secondary,Punjabi
SCH0170,2026-03,44,34,77.27272727272727,0,0,1,77.27272727272727,0.0,Govt. Middle School Mallick,Ludhiana,Ludhiana-II,407,Higher Secondary,Punjabi
SCH0171,2025-03,208,157,75.48076923076923,0,0,1,75.48076923076923,0.0,Govt. Primary School Dasgupta,Jalandhar,Jalandhar-I,308,Primary,Punjabi
SCH0171,2025-04,816,601,76.21230483644983,0,0,5,73.65196078431373,0.0,Govt. Primary School Dasgupta,Jalandhar,Jalandhar-I,308,Primary,Punjabi
SCH0171,2025-05,418,397,93.85964912280701,0,1,2,94.97607655502392,50.0,Govt. Primary School Dasgupta,Jalandhar,Jalandhar-I,308,Primary,Punjabi
SCH0171,2025-06,40,34,85.0,0,0,1,85.0,0.0,Govt. Primary School Dasgupta,Jalandhar,Jalandhar-I,308,Primary,Punjabi
SCH0171,2025-07,530,446,86.93060263653484,0,0,4,84.15094339622642,0.0,Govt. Primary School Dasgupta,Jalandhar,Jalandhar-I,308,Primary,Punjabi
SCH0171,2025-08,306,286,93.92712550607287,0,0,2,93.4640522875817,0.0,Govt. Primary School Dasgupta,Jalandhar,Jalandhar-I,308,Primary,Punjabi
SCH0171,2025-10,241,241,100.0,0,1,1,100.0,100.0,Govt. Primary School Dasgupta,Jalandhar,Jalandhar-I,308,Primary,Punjabi
SCH0171,2025-11,822,621,77.23682749031192,0,0,4,75.54744525547446,0.0,Govt. Primary School Dasgupta,Jalandhar,Jalandhar-I,308,Primary,Punjabi
SCH0171,2025-12,232,168,74.09598948060487,1,0,3,72.41379310344827,0.0,Govt. Primary School Dasgupta,Jalandhar,Jalandhar-I,308,Primary,Punjabi
SCH0171,2026-01,265,218,82.05931495405179,0,0,2,82.26415094339623,0.0,Govt. Primary School Dasgupta,Jalandhar,Jalandhar-I,308,Primary,Punjabi
SCH0171,2026-02,96,60,62.52742430890741,0,0,2,62.5,0.0,Govt. Primary School Dasgupta,Jalandhar,Jalandhar-I,308,Primary,Punjabi
SCH0171,2026-03,255,214,83.92156862745098,0,0,1,83.92156862745098,0.0,Govt. Primary School Dasgupta,Jalandhar,Jalandhar-I,308,Primary,Punjabi
SCH0171,2026-09,57,55,96.49122807017544,0,0,1,96.49122807017544,0.0,Govt. Primary School Dasgupta,Jalandhar,Jalandhar-I,308,Primary,Punjabi
SCH0172,2025-01,82,54,65.85365853658537,0,0,1,65.85365853658537,0.0,Govt. Primary School Konda,Ludhiana,Machhiwara,231,Primary,Punjabi
SCH0172,2025-04,639,571,89.87843264951698,0,1,3,89.358372456964,33.33333333333333,Govt. Primary School Konda,Ludhiana,Machhiwara,231,Primary,Punjabi
SCH0172,2025-05,489,406,80.64446182370125,0,0,4,83.02658486707567,0.0,Govt. Primary School Konda,Ludhiana,Machhiwara,231,Primary,Punjabi
SCH0172,2025-06,123,108,87.22371967654988,0,0,2,87.8048780487805,0.0,Govt. Primary School Konda,Ludhiana,Machhiwara,231,Primary,Punjabi
SCH0172,2025-07,434,353,88.51063829787233,0,0,3,81.33640552995391,0.0,Govt. Primary School Konda,Ludhiana,Machhiwara,231,Primary,Punjabi
SCH0172,2025-08,297,259,89.00276597846488,0,0,2,87.20538720538721,0.0,Govt. Primary School Konda,Ludhiana,Machhiwara,231,Primary,Punjabi
SCH0172,2025-09,715,617,84.52849788472945,0,0,3,86.2937062937063,0.0,Govt. Primary School Konda,Ludhiana,Machhiwara,231,Primary,Punjabi
SCH0172,2025-10,248,199,78.69130869130869,0,0,2,80.24193548387096,0.0,Govt. Primary School Konda,Ludhiana,Machhiwara,231,Primary,Punjabi
SCH0172,2025-11,335,321,90.78947368421052,0,1,2,95.82089552238806,50.0,Govt. Primary School Konda,Ludhiana,Machhiwara,231,Primary,Punjabi
SCH0172,2025-12,710,660,93.26740641204431,0,0,3,92.95774647887323,0.0,Govt. Primary School Konda,Ludhiana,Machhiwara,231,Primary,Punjabi
SCH0172,2026-01,867,752,85.35805997232005,0,0,4,86.7358708189158,0.0,Govt. Primary School Konda,Ludhiana,Machhiwara,231,Primary,Punjabi
SCH0172,2026-02,268,173,64.55223880597015,0,0,1,64.55223880597015,0.0,Govt. Primary School Konda,Ludhiana,Machhiwara,231,Primary,Punjabi
SCH0172,2026-03,201,149,74.12935323383084,0,0,1,74.12935323383084,0.0,Govt. Primary School Konda,Ludhiana,Machhiwara,231,Primary,Punjabi
SCH0173,2025-04,759,582,77.4812633932992,0,0,4,76.6798418972332,0.0,Govt. Senior Secondary School Johal,Moga,Moga-II,62,Secondary,Punjabi
SCH0173,2025-05,1482,1282,86.05640659680436,0,0,7,86.5047233468286,0.0,Govt. Senior Secondary School Johal,Moga,Moga-II,62,Secondary,Punjabi
SCH0173,2025-06,524,378,70.74702380952381,0,0,2,72.13740458015268,0.0,Govt. Senior Secondary School Johal,Moga,Moga-II,62,Secondary,Punjabi
SCH0173,2025-07,276,190,68.84057971014492,0,0,1,68.84057971014492,0.0,Govt. Senior Secondary School Johal,Moga,Moga-II,62,Secondary,Punjabi
SCH0173,2025-08,602,440,70.89228154756957,0,0,4,73.08970099667775,0.0,Govt. Senior Secondary School Johal,Moga,Moga-II,62,Secondary,Punjabi
SCH0173,2025-09,198,164,82.82828282828282,0,0,1,82.82828282828282,0.0,Govt. Senior Secondary School Johal,Moga,Moga-II,62,Secondary,Punjabi
SCH0173,2025-10,541,382,71.63636965628768,0,0,4,70.60998151571165,0.0,Govt. Senior Secondary School Johal,Moga,Moga-II,62,Secondary,Punjabi
SCH0173,2025-11,441,300,67.90442996205246,0,0,2,68.02721088435374,0.0,Govt. Senior Secondary School Johal,Moga,Moga-II,62,Secondary,Punjabi
SCH0173,2025-12,231,218,89.572192513369,0,0,2,94.37229437229438,0.0,Govt. Senior Secondary School Johal,Moga,Moga-II,62,Secondary,Punjabi
SCH0173,2026-01,375,291,73.84429768859538,0,0,2,77.60000000000001,0.0,Govt. Senior Secondary School Johal,Moga,Moga-II,62,Secondary,Punjabi
SCH0173,2026-02,381,310,87.96610169491525,0,1,2,81.36482939632546,50.0,Govt. Senior Secondary School Johal,Moga,Moga-II,62,Secondary,Punjabi
SCH0173,2026-03,686,581,82.5830114138784,0,0,3,84.6938775510204,0.0,Govt. Senior Secondary School Johal,Moga,Moga-II,62,Secondary,Punjabi
SCH0173,2026-04,119,94,78.99159663865547,0,0,1,78.99159663865547,0.0,Govt. Senior Secondary School Johal,Moga,Moga-II,62,Secondary,Punjabi
SCH0174,2025-04,46,33,71.73913043478261,0,0,1,71.73913043478261,0.0,Govt. Senior Secondary School Lanka,Sangrur,Unknown,109,Higher Secondary,Hindi
SCH0174,2025-05,45,31,68.88888888888889,0,0,1,68.88888888888889,0.0,Govt. Senior Secondary School Lanka,Sangrur,Unknown,109,Higher Secondary,Hindi
SCH0174,2025-06,1267,989,77.73380421894885,0,0,7,78.05840568271508,0.0,Govt. Senior Secondary School Lanka,Sangrur,Unknown,109,Higher Secondary,Hindi
SCH0174,2025-07,220,178,80.36457737047073,0,0,3,80.9090909090909,0.0,Govt. Senior Secondary School Lanka,Sangrur,Unknown,109,Higher Secondary,Hindi
SCH0174,2025-08,818,660,79.7174739870189,0,1,5,80.68459657701712,20.0,Govt. Senior Secondary School Lanka,Sangrur,Unknown,109,Higher Secondary,Hindi
SCH0174,2025-09,279,206,73.83512544802868,1,0,2,73.83512544802868,0.0,Govt. Senior Secondary School Lanka,Sangrur,Unknown,109,Higher Secondary,Hindi
SCH0174,2025-10,422,354,83.52736200205908,0,0,3,83.88625592417061,0.0,Govt. Senior Secondary School Lanka,Sangrur,Unknown,109,Higher Secondary,Hindi
SCH0174,2025-11,71,45,63.38028169014085,0,0,1,63.38028169014085,0.0,Govt. Senior Secondary School Lanka,Sangrur,Unknown,109,Higher Secondary,Hindi
SCH0174,2025-12,449,318,71.84594119125408,0,0,2,70.8240534521158,0.0,Govt. Senior Secondary School Lanka,Sangrur,Unknown,109,Higher Secondary,Hindi
SCH0174,2026-01,696,621,86.76577277764775,0,0,5,89.22413793103449,0.0,Govt. Senior Secondary School Lanka,Sangrur,Unknown,109,Higher Secondary,Hindi
SCH0174,2026-02,795,702,90.07033249899146,0,0,4,88.30188679245283,0.0,Govt. Senior Secondary School Lanka,Sangrur,Unknown,109,Higher Secondary,Hindi
SCH0174,2026-03,853,689,81.69476722108301,2,2,8,80.77373974208675,25.0,Govt. Senior Secondary School Lanka,Sangrur,Unknown,109,Higher Secondary,Hindi
SCH0174,2026-10,235,220,93.61702127659576,0,0,1,93.61702127659575,0.0,Govt. Senior Secondary School Lanka,Sangrur,Unknown,109,Higher Secondary,Hindi
SCH0175,2025-04,330,259,78.66993392339015,0,0,3,78.48484848484848,0.0,Govt. Senior Secondary School Naik,Ludhiana,Doraha,198,Higher Secondary,Punjabi
SCH0175,2025-05,500,366,79.88160194318552,0,0,3,73.2,0.0,Govt. Senior Secondary School Naik,Ludhiana,Doraha,198,Higher Secondary,Punjabi
SCH0175,2025-07,638,463,72.65545999044349,1,0,4,72.5705329153605,0.0,Govt. Senior Secondary School Naik,Ludhiana,Doraha,198,Higher Secondary,Punjabi
SCH0175,2025-08,763,652,84.27106552428717,0,0,4,85.4521625163827,0.0,Govt. Senior Secondary School Naik,Ludhiana,Doraha,198,Higher Secondary,Punjabi
SCH0175,2025-10,450,376,81.13852970711898,0,0,4,83.55555555555556,0.0,Govt. Senior Secondary School Naik,Ludhiana,Doraha,198,Higher Secondary,Punjabi
SCH0175,2025-11,194,143,75.08064516129033,0,0,2,73.71134020618557,0.0,Govt. Senior Secondary School Naik,Ludhiana,Doraha,198,Higher Secondary,Punjabi
SCH0175,2025-12,684,552,80.39363888972383,0,0,4,80.7017543859649,0.0,Govt. Senior Secondary School Naik,Ludhiana,Doraha,198,Higher Secondary,Punjabi
SCH0175,2026-01,792,702,86.01002331002331,0,0,4,88.63636363636364,0.0,Govt. Senior Secondary School Naik,Ludhiana,Doraha,198,Higher Secondary,Punjabi
SCH0175,2026-02,653,579,85.57539682539682,0,1,3,88.6676875957121,33.33333333333333,Govt. Senior Secondary School Naik,Ludhiana,Doraha,198,Higher Secondary,Punjabi
SCH0175,2026-10,80,56,70.0,0,0,1,70.0,0.0,Govt. Senior Secondary School Naik,Ludhiana,Doraha,198,Higher Secondary,Punjabi
SCH0175,2026-12,70,46,65.71428571428571,0,0,1,65.71428571428571,0.0,Govt. Senior Secondary School Naik,Ludhiana,Doraha,198,Higher Secondary,Punjabi
SCH0176,2025-02,165,159,96.36363636363636,0,0,1,96.36363636363636,0.0,Govt. Elementary School Barad,Moga,Bagha Purana,103,Higher Secondary,Punjabi
SCH0176,2025-05,375,250,70.0338537295059,0,0,3,66.66666666666666,0.0,Govt. Elementary School Barad,Moga,Bagha Purana,103,Higher Secondary,Punjabi
SCH0176,2025-06,102,102,100.0,0,1,1,100.0,100.0,Govt. Elementary School Barad,Moga,Bagha Purana,103,Higher Secondary,Punjabi
SCH0176,2025-07,150,115,74.6064467766117,0,0,2,76.66666666666667,0.0,Govt. Elementary School Barad,Moga,Bagha Purana,103,Higher Secondary,Punjabi
SCH0176,2025-08,1219,859,69.27715220844705,0,0,6,70.467596390484,0.0,Govt. Elementary School Barad,Moga,Bagha Purana,103,Higher Secondary,Punjabi
SCH0176,2025-09,200,157,77.80416101311623,0,0,2,78.5,0.0,Govt. Elementary School Barad,Moga,Bagha Purana,103,Higher Secondary,Punjabi
SCH0176,2025-11,534,414,76.23433411209304,0,0,3,77.52808988764045,0.0,Govt. Elementary School Barad,Moga,Bagha Purana,103,Higher Secondary,Punjabi
SCH0176,2025-12,572,547,96.00635852286622,0,0,3,95.62937062937063,0.0,Govt. Elementary School Barad,Moga,Bagha Purana,103,Higher Secondary,Punjabi
SCH0176,2026-01,909,698,80.4702603808505,0,1,5,76.78767876787678,20.0,Govt. Elementary School Barad,Moga,Bagha Purana,103,Higher Secondary,Punjabi
SCH0176,2026-02,524,441,81.99517608581425,0,0,4,84.16030534351145,0.0,Govt. Elementary School Barad,Moga,Bagha Purana,103,Higher Secondary,Punjabi
SCH0176,2026-03,219,186,84.93150684931507,0,0,1,84.93150684931507,0.0,Govt. Elementary School Barad,Moga,Bagha Purana,103,Higher Secondary,Punjabi
SCH0177,2025-01,149,95,63.758389261744966,0,0,1,63.758389261744966,0.0,Govt. Middle School Manne,Moga,Moga-II,294,Secondary,Punjabi
SCH0177,2025-04,418,342,81.42857142857143,0,0,3,81.81818181818183,0.0,Govt. Middle School Manne,Moga,Moga-II,294,Secondary,Punjabi
SCH0177,2025-05,409,340,79.9612152553329,0,0,3,83.12958435207824,0.0,Govt. Middle School Manne,Moga,Moga-II,294,Secondary,Punjabi
SCH0177,2025-06,459,352,74.06832298136646,0,0,4,76.68845315904139,0.0,Govt. Middle School Manne,Moga,Moga-II,294,Secondary,Punjabi
SCH0177,2025-07,992,823,78.73181545141588,0,0,5,82.96370967741935,0.0,Govt. Middle School Manne,Moga,Moga-II,294,Secondary,Punjabi
SCH0177,2025-08,695,572,85.63419767669546,0,0,4,82.3021582733813,0.0,Govt. Middle School Manne,Moga,Moga-II,294,Secondary,Punjabi
SCH0177,2025-09,514,340,66.98130841121495,0,0,2,66.14785992217898,0.0,Govt. Middle School Manne,Moga,Moga-II,294,Secondary,Punjabi
SCH0177,2025-10,762,624,82.28703631925829,0,0,5,81.88976377952756,0.0,Govt. Middle School Manne,Moga,Moga-II,294,Secondary,Punjabi
SCH0177,2025-11,746,553,72.82381720953848,0,0,4,74.12868632707776,0.0,Govt. Middle School Manne,Moga,Moga-II,294,Secondary,Punjabi
SCH0177,2025-12,621,464,77.32545471976015,0,0,3,74.7181964573269,0.0,Govt. Middle School Manne,Moga,Moga-II,294,Secondary,Punjabi
SCH0177,2026-01,60,53,88.33333333333333,0,0,1,88.33333333333333,0.0,Govt. Middle School Manne,Moga,Moga-II,294,Secondary,Punjabi
SCH0177,2026-02,142,142,100.0,0,1,1,100.0,100.0,Govt. Middle School Manne,Moga,Moga-II,294,Secondary,Punjabi
SCH0177,2026-03,273,228,84.33179723502303,0,0,2,83.51648351648352,0.0,Govt. Middle School Manne,Moga,Moga-II,294,Secondary,Punjabi
SCH0177,2026-05,277,221,79.78339350180505,0,0,1,79.78339350180505,0.0,Govt. Middle School Manne,Moga,Moga-II,294,Secondary,Punjabi
SCH0178,2025-02,178,134,75.28089887640449,0,0,1,75.28089887640449,0.0,Govt. Middle School Dyal,Amritsar,Tarn Taran,348,Upper Primary,English
SCH0178,2025-04,613,523,79.98235299680576,0,0,5,85.31810766721044,0.0,Govt. Middle School Dyal,Amritsar,Tarn Taran,348,Upper Primary,English
SCH0178,2025-05,726,616,82.45335210278617,0,0,5,84.84848484848484,0.0,Govt. Middle School Dyal,Amritsar,Tarn Taran,348,Upper Primary,English
SCH0178,2025-06,424,329,77.31023102310232,0,0,2,77.59433962264151,0.0,Govt. Middle School Dyal,Amritsar,Tarn Taran,348,Upper Primary,English
SCH0178,2025-07,822,655,81.10331789186553,0,0,6,79.68369829683698,0.0,Govt. Middle School Dyal,Amritsar,Tarn Taran,348,Upper Primary,English
SCH0178,2025-08,40,32,80.0,0,0,1,80.0,0.0,Govt. Middle School Dyal,Amritsar,Tarn Taran,348,Upper Primary,English
SCH0178,2025-09,725,590,80.1522047268575,0,0,4,81.37931034482759,0.0,Govt. Middle School Dyal,Amritsar,Tarn Taran,348,Upper Primary,English
SCH0178,2025-10,254,220,86.61417322834646,0,0,1,86.61417322834646,0.0,Govt. Middle School Dyal,Amritsar,Tarn Taran,348,Upper Primary,English
SCH0178,2025-11,633,466,74.65929523954804,0,0,4,73.61769352290679,0.0,Govt. Middle School Dyal,Amritsar,Tarn Taran,348,Upper Primary,English
SCH0178,2025-12,408,379,85.69546395633353,0,0,3,92.8921568627451,0.0,Govt. Middle School Dyal,Amritsar,Tarn Taran,348,Upper Primary,English
SCH0178,2026-01,42,25,59.523809523809526,1,0,2,59.523809523809526,0.0,Govt. Middle School Dyal,Amritsar,Tarn Taran,348,Upper Primary,English
SCH0178,2026-02,341,323,93.98638116334399,0,0,2,94.72140762463343,0.0,Govt. Middle School Dyal,Amritsar,Tarn Taran,348,Upper Primary,English
SCH0178,2026-03,477,352,74.68891402714932,0,0,2,73.79454926624737,0.0,Govt. Middle School Dyal,Amritsar,Tarn Taran,348,Upper Primary,English
SCH0178,2026-05,291,186,63.91752577319587,0,0,1,63.91752577319587,0.0,Govt. Middle School Dyal,Amritsar,Tarn Taran,348,Upper Primary,English
