school_id,month,total_mdm_quantity_kg,total_mdm_cost,procurement_records,unique_vendors,school_name,district,block,total_enrolled_students,school_type,medium
SCH0045,2025-06,1.088,7689.0,2,2,Govt. Senior Secondary School Divan,Patiala,Samana,62,Primary,Punjabi
SCH0045,2025-07,1.9060000000000001,9456.0,3,2,Govt. Senior Secondary School Divan,Patiala,Samana,62,Primary,Punjabi
SCH0045,2025-08,0.452,0.0,1,1,Govt. Senior Secondary School Divan,Patiala,Samana,62,Primary,Punjabi
SCH0045,2025-09,18.1,724.0,1,1,Govt. Senior Secondary School Divan,Patiala,Samana,62,Primary,Punjabi
SCH0045,2025-10,74540.8,9966.0,3,3,Govt. Senior Secondary School Divan,Patiala,Samana,62,Primary,Punjabi
SCH0045,2025-12,0.0,7668.0,3,3,Govt. Senior Secondary School Divan,Patiala,Samana,62,Primary,Punjabi
SCH0045,2026-02,56.0,1116.0,3,2,Govt. Senior Secondary School Divan,Patiala,Samana,62,Primary,Punjabi
SCH0046,2025-05,0.532,4362.0,2,2,Govt. Elementary School Mody,Moga,Bagha Purana,379,Secondary,English
SCH0046,2025-07,21.3,2556.0,1,1,Govt. Elementary School Mody,Moga,Bagha Purana,379,Secondary,English
SCH0046,2025-08,40.7,4884.0,1,1,Govt. Elementary School Mody,Moga,Bagha Purana,379,Secondary,English
SCH0046,2026-01,37935.0,8140.0,3,3,Govt. Elementary School Mody,Moga,Bagha Purana,379,Secondary,English
SCH0046,2026-02,13.006,369.0,2,2,Govt. Elementary School Mody,Moga,Bagha Purana,379,Secondary,English
SCH0046,2026-03,0.0,4692.0,1,1,Govt. Elementary School Mody,Moga,Bagha Purana,379,Secondary,English
SCH0047,2025-04,19800.576,5238.0,2,2,Govt. Senior Secondary School Karpe,Jalandhar,Jalandhar-II,255,Higher Secondary,English
SCH0047,2025-05,29.432000000000002,8694.0,3,3,Govt. Senior Secondary School Karpe,Jalandhar,Jalandhar-II,255,Higher Secondary,English
SCH0047,2025-07,22.9,2250.0,2,2,Govt. Senior Secondary School Karpe,Jalandhar,Jalandhar-II,255,Higher Secondary,English
SCH0047,2025-08,0.0,849.0,1,1,Govt. Senior Secondary School Karpe,Jalandhar,Jalandhar-II,255,Higher Secondary,English
SCH0047,2025-09,39.4,1576.0,1,1,Govt. Senior Secondary School Karpe,Jalandhar,Jalandhar-II,255,Higher Secondary,English
SCH0047,2025-10,42.412,3732.0,2,2,Govt. Senior Secondary School Karpe,Jalandhar,Jalandhar-II,255,Higher Secondary,English
SCH0047,2025-11,47500.0,5700.0,1,1,Govt. Senior Secondary School Karpe,Jalandhar,Jalandhar-II,255,Higher Secondary,English
SCH0047,2025-12,1.182,2364.0,1,1,Govt. Senior Secondary School Karpe,Jalandhar,Jalandhar-II,255,Higher Secondary,English
SCH0047,2026-01,45.5,6448.0,3,3,Govt. Senior Secondary School Karpe,Jalandhar,Jalandhar-II,255,Higher Secondary,English
SCH0047,2026-02,53.8,6456.0,1,1,Govt. Senior Secondary School Karpe,Jalandhar,Jalandhar-II,255,Higher Secondary,English
SCH0047,2026-03,33900.84,4311.0,2,2,Govt. Senior Secondary School Karpe,Jalandhar,Jalandhar-II,255,Higher Secondary,English
SCH0048,2025-04,56214.0,8004.0,2,2,Govt. Middle School Chana,Ferozepur,Ferozepur,195,Higher Secondary,Punjabi
SCH0048,2025-05,24228.5,4146.0,2,2,Govt. Middle School Chana,Ferozepur,Ferozepur,195,Higher Secondary,Punjabi
SCH0048,2025-06,49301.002,7419.0,2,2,Govt. Middle School Chana,Ferozepur,Ferozepur,195,Higher Secondary,Punjabi
SCH0048,2025-07,27.7,2407.0,2,2,Govt. Middle School Chana,Ferozepur,Ferozepur,195,Higher Secondary,Punjabi
SCH0048,2025-08,57.102,2850.0,3,2,Govt. Middle School Chana,Ferozepur,Ferozepur,195,Higher Secondary,Punjabi
SCH0048,2025-09,0.0,3300.0,1,1,Govt. Middle School Chana,Ferozepur,Ferozepur,195,Higher Secondary,Punjabi
SCH0048,2025-11,0.0,6372.0,2,2,Govt. Middle School Chana,Ferozepur,Ferozepur,195,Higher Secondary,Punjabi
SCH0048,2025-12,0.996,2472.0,2,2,Govt. Middle School Chana,Ferozepur,Ferozepur,195,Higher Secondary,Punjabi
SCH0048,2026-01,13.0,2365.0,3,3,Govt. Middle School Chana,Ferozepur,Ferozepur,195,Higher Secondary,Punjabi
SCH0048,2026-03,56.199999999999996,9954.0,3,2,Govt. Middle School Chana,Ferozepur,Ferozepur,195,Higher Secondary,Punjabi
SCH0049,2025-05,22.8,3699.0,2,2,Govt. Middle School Purohit,Patiala,Rajpura,446,Upper Primary,Hindi
SCH0049,2025-06,0.0,1524.0,1,1,Govt. Middle School Purohit,Patiala,Rajpura,446,Upper Primary,Hindi
SCH0049,2025-07,19200.484,4749.0,3,2,Govt. Middle School Purohit,Patiala,Rajpura,446,Upper Primary,Hindi
SCH0049,2025-09,31823.3,1272.0,2,2,Govt. Middle School Purohit,Patiala,Rajpura,446,Upper Primary,Hindi
SCH0049,2025-10,0.624,936.0,1,1,Govt. Middle School Purohit,Patiala,Rajpura,446,Upper Primary,Hindi
SCH0049,2025-11,24100.0,4840.0,2,2,Govt. Middle School Purohit,Patiala,Rajpura,446,Upper Primary,Hindi
SCH0049,2025-12,43.7,5244.0,1,1,Govt. Middle School Purohit,Patiala,Rajpura,446,Upper Primary,Hindi
SCH0049,2026-01,1.08,7209.0,2,2,Govt. Middle School Purohit,Patiala,Rajpura,446,Upper Primary,Hindi
SCH0049,2026-02,73.8,7284.0,2,2,Govt. Middle School Purohit,Patiala,Rajpura,446,Upper Primary,Hindi
SCH0050,2025-04,86.19999999999999,6560.0,2,2,Govt. Senior Secondary School Tank,Moga,Moga-I,424,Secondary,Punjabi
SCH0050,2025-05,28900.0,7441.0,3,2,Govt. Senior Secondary School Tank,Moga,Moga-I,424,Secondary,Punjabi
SCH0050,2025-06,0.0,5772.0,1,1,Govt. Senior Secondary School Tank,Moga,Moga-I,424,Secondary,Punjabi
SCH0050,2025-07,51.118,11761.0,4,4,Govt. Senior Secondary School Tank,Moga,Moga-I,424,Secondary,Punjabi
SCH0050,2025-08,56.0,6720.0,1,1,Govt. Senior Secondary School Tank,Moga,Moga-I,424,Secondary,Punjabi
SCH0050,2025-09,30173.52,7231.0,4,3,Govt. Senior Secondary School Tank,Moga,Moga-I,424,Secondary,Punjabi
SCH0050,2025-10,42100.0,1684.0,1,1,Govt. Senior Secondary School Tank,Moga,Moga-I,424,Secondary,Punjabi
SCH0050,2025-12,15.7,628.0,1,1,Govt. Senior Secondary School Tank,Moga,Moga-I,424,Secondary,Punjabi
SCH0050,2026-01,0.0,945.0,1,1,Govt. Senior Secondary School Tank,Moga,Moga-I,424,Secondary,Punjabi
SCH0050,2026-02,57324.7,9099.0,2,2,Govt. Senior Secondary School Tank,Moga,Moga-I,424,Secondary,Punjabi
SCH0050,2026-03,0.6859999999999999,5649.0,2,2,Govt. Senior Secondary School Tank,Moga,Moga-I,424,Secondary,Punjabi
SCH0051,2025-05,42951.3,6687.0,2,2,Govt. Senior Secondary School Sarkar,Patiala,Rajpura,352,Primary,Punjabi
SCH0051,2025-07,0.0,369.0,1,1,Govt. Senior Secondary School Sarkar,Patiala,Rajpura,352,Primary,Punjabi
SCH0051,2025-09,46.342,6489.0,3,3,Govt. Senior Secondary School Sarkar,Patiala,Rajpura,352,Primary,Punjabi
SCH0051,2025-11,80300.0,7485.0,2,2,Govt. Senior Secondary School Sarkar,Patiala,Rajpura,352,Primary,Punjabi
SCH0051,2026-01,58445.3,7772.0,2,2,Govt. Senior Secondary School Sarkar,Patiala,Rajpura,352,Primary,Punjabi
SCH0051,2026-02,16579.126,11048.0,6,4,Govt. Senior Secondary School Sarkar,Patiala,Rajpura,352,Primary,Punjabi
SCH0051,2026-03,2.028,4056.0,2,2,Govt. Senior Secondary School Sarkar,Patiala,Rajpura,352,Primary,Punjabi
SCH0052,2025-04,0.0,657.0,1,1,Govt. Primary School Kannan,Sangrur,Dhuri,164,Primary,Hindi
SCH0052,2025-05,53718.5,3276.0,2,2,Govt. Primary School Kannan,Sangrur,Dhuri,164,Primary,Hindi
SCH0052,2025-06,25100.0,0.0,1,1,Govt. Primary School Kannan,Sangrur,Dhuri,164,Primary,Hindi
SCH0052,2025-08,36.97,14934.0,5,4,Govt. Primary School Kannan,Sangrur,Dhuri,164,Primary,Hindi
SCH0052,2025-09,1.032,0.0,1,1,Govt. Primary School Kannan,Sangrur,Dhuri,164,Primary,Hindi
SCH0052,2025-11,19256.822,14229.0,6,4,Govt. Primary School Kannan,Sangrur,Dhuri,164,Primary,Hindi
SCH0052,2025-12,42.6,3834.0,1,1,Govt. Primary School Kannan,Sangrur,Dhuri,164,Primary,Hindi
SCH0052,2026-01,53200.0,4788.0,2,1,Govt. Primary School Kannan,Sangrur,Dhuri,164,Primary,Hindi
SCH0052,2026-02,36400.0,1092.0,1,1,Govt. Primary School Kannan,Sangrur,Dhuri,164,Primary,Hindi
SCH0052,2026-03,39.0,4680.0,2,1,Govt. Primary School Kannan,Sangrur,Dhuri,164,Primary,Hindi
SCH0053,2025-04,29942.5,4637.0,4,4,Govt. Elementary School Tailor,Jalandhar,Phillaur,65,Primary,Hindi
SCH0053,2025-05,44.4,5328.0,1,1,Govt. Elementary School Tailor,Jalandhar,Phillaur,65,Primary,Hindi
SCH0053,2025-06,93.4,6294.0,2,2,Govt. Elementary School Tailor,Jalandhar,Phillaur,65,Primary,Hindi
SCH0053,2025-07,48.1,4329.0,1,1,Govt. Elementary School Tailor,Jalandhar,Phillaur,65,Primary,Hindi
SCH0053,2025-08,92800.0,7950.0,2,2,Govt. Elementary School Tailor,Jalandhar,Phillaur,65,Primary,Hindi
SCH0053,2025-09,0.0,1348.0,1,1,Govt. Elementary School Tailor,Jalandhar,Phillaur,65,Primary,Hindi
SCH0053,2025-11,0.0,1824.0,1,1,Govt. Elementary School Tailor,Jalandhar,Phillaur,65,Primary,Hindi
SCH0053,2025-12,78130.462,5454.0,4,4,Govt. Elementary School Tailor,Jalandhar,Phillaur,65,Primary,Hindi
SCH0053,2026-01,49.9,1996.0,1,1,Govt. Elementary School Tailor,Jalandhar,Phillaur,65,Primary,Hindi
SCH0053,2026-02,29.3,6696.0,4,4,Govt. Elementary School Tailor,Jalandhar,Phillaur,65,Primary,Hindi
SCH0053,2026-03,52301.298,2016.0,3,1,Govt. Elementary School Tailor,Jalandhar,Phillaur,65,Primary,Hindi
SCH0054,2025-04,56000.948,6506.0,2,2,Govt. Elementary School Bajwa,Moga,Nihal Singh Wala,353,Higher Secondary,Punjabi
SCH0054,2025-07,0.952,2601.0,2,2,Govt. Elementary School Bajwa,Moga,Nihal Singh Wala,353,Higher Secondary,Punjabi
SCH0054,2025-08,37.9,7239.0,3,3,Govt. Elementary School Bajwa,Moga,Nihal Singh Wala,353,Higher Secondary,Punjabi
SCH0054,2025-09,90.6,4668.0,2,2,Govt. Elementary School Bajwa,Moga,Nihal Singh Wala,353,Higher Secondary,Punjabi
SCH0054,2025-10,24500.0,8517.0,2,2,Govt. Elementary School Bajwa,Moga,Nihal Singh Wala,353,Higher Secondary,Punjabi
SCH0054,2025-11,36.6,1098.0,1,1,Govt. Elementary School Bajwa,Moga,Nihal Singh Wala,353,Higher Secondary,Punjabi
SCH0054,2025-12,26800.0,2412.0,2,2,Govt. Elementary School Bajwa,Moga,Nihal Singh Wala,353,Higher Secondary,Punjabi
SCH0054,2026-01,1.4040000000000001,608.0,2,2,Govt. Elementary School Bajwa,Moga,Nihal Singh Wala,353,Higher Secondary,Punjabi
SCH0054,2026-02,0.0,1446.0,1,1,Govt. Elementary School Bajwa,Moga,Nihal Singh Wala,353,Higher Secondary,Punjabi
SCH0055,2025-04,27800.0,4762.0,2,2,Govt. Elementary School Sem,Sangrur,Malerkotla,424,Secondary,English
SCH0055,2025-05,21.2,2544.0,1,1,Govt. Elementary School Sem,Sangrur,Malerkotla,424,Secondary,English
SCH0055,2025-06,21800.0,1962.0,1,1,Govt. Elementary School Sem,Sangrur,Malerkotla,424,Secondary,English
SCH0055,2025-08,67000.0,4147.0,3,3,Govt. Elementary School Sem,Sangrur,Malerkotla,424,Secondary,English
SCH0055,2025-09,19.66,9102.0,3,2,Govt. Elementary School Sem,Sangrur,Malerkotla,424,Secondary,English
SCH0055,2025-11,0.0,5773.0,2,1,Govt. Elementary School Sem,Sangrur,Malerkotla,424,Secondary,English
SCH0055,2025-12,68.2,2326.0,2,2,Govt. Elementary School Sem,Sangrur,Malerkotla,424,Secondary,English
SCH0055,2026-02,64550.4,11397.0,6,4,Govt. Elementary School Sem,Sangrur,Malerkotla,424,Secondary,English
SCH0055,2026-03,0.448,4533.0,2,2,Govt. Elementary School Sem,Sangrur,Malerkotla,424,Secondary,English
SCH0056,2025-04,58.3,6996.0,1,1,Govt. Primary School Nagar,Sangrur,Sangrur,405,Secondary,Hindi
SCH0056,2025-06,29.462,5067.0,3,2,Govt. Primary School Nagar,Sangrur,Sangrur,405,Secondary,Hindi
SCH0056,2025-08,53.0,3440.0,2,2,Govt. Primary School Nagar,Sangrur,Sangrur,405,Secondary,Hindi
SCH0056,2025-09,18.814,9217.0,3,3,Govt. Primary School Nagar,Sangrur,Sangrur,405,Secondary,Hindi
SCH0056,2025-10,83045.0,6738.0,4,4,Govt. Primary School Nagar,Sangrur,Sangrur,405,Secondary,Hindi
SCH0056,2025-11,0.6619999999999999,5320.0,3,3,Govt. Primary School Nagar,Sangrur,Sangrur,405,Secondary,Hindi
SCH0056,2025-12,40500.0,3645.0,1,1,Govt. Primary School Nagar,Sangrur,Sangrur,405,Secondary,Hindi
SCH0056,2026-01,27.822,4407.0,2,1,Govt. Primary School Nagar,Sangrur,Sangrur,405,Secondary,Hindi
SCH0056,2026-02,30200.0,3624.0,1,1,Govt. Primary School Nagar,Sangrur,Sangrur,405,Secondary,Hindi
SCH0057,2025-04,37200.0,9237.0,3,3,Govt. Elementary School Wagle,Ferozepur,Zira,401,Higher Secondary,Hindi
SCH0057,2025-05,79167.3,16321.0,5,4,Govt. Elementary School Wagle,Ferozepur,Zira,401,Higher Secondary,Hindi
SCH0057,2025-06,71.69999999999999,2489.0,2,2,Govt. Elementary School Wagle,Ferozepur,Zira,401,Higher Secondary,Hindi
SCH0057,2025-08,27.6,3084.0,2,1,Govt. Elementary School Wagle,Ferozepur,Zira,401,Higher Secondary,Hindi
SCH0057,2025-11,24.9,747.0,1,1,Govt. Elementary School Wagle,Ferozepur,Zira,401,Higher Secondary,Hindi
SCH0057,2025-12,56217.5,501.0,4,3,Govt. Elementary School Wagle,Ferozepur,Zira,401,Higher Secondary,Hindi
SCH0057,2026-01,74.7,6270.0,3,3,Govt. Elementary School Wagle,Ferozepur,Zira,401,Higher Secondary,Hindi
SCH0057,2026-02,0.944,5664.0,1,1,Govt. Elementary School Wagle,Ferozepur,Zira,401,Higher Secondary,Hindi
SCH0057,2026-03,33.8,0.0,1,1,Govt. Elementary School Wagle,Ferozepur,Zira,401,Higher Secondary,Hindi
SCH0058,2025-04,46.408,2139.0,2,1,Govt. Elementary School Savant,Ferozepur,Mamdot,434,Primary,English
SCH0058,2025-05,23.1,924.0,1,1,Govt. Elementary School Savant,Ferozepur,Mamdot,434,Primary,English
SCH0058,2025-06,39600.0,3564.0,1,1,Govt. Elementary School Savant,Ferozepur,Mamdot,434,Primary,English
SCH0058,2025-07,35.44,8328.0,3,2,Govt. Elementary School Savant,Ferozepur,Mamdot,434,Primary,English
SCH0058,2025-09,11.7,351.0,1,1,Govt. Elementary School Savant,Ferozepur,Mamdot,434,Primary,English
SCH0058,2025-10,0.984,4428.0,1,1,Govt. Elementary School Savant,Ferozepur,Mamdot,434,Primary,English
SCH0058,2025-11,39.0,3510.0,1,1,Govt. Elementary School Savant,Ferozepur,Mamdot,434,Primary,English
SCH0058,2025-12,36.754,3049.0,2,2,Govt. Elementary School Savant,Ferozepur,Mamdot,434,Primary,English
SCH0058,2026-02,44300.958,2766.0,2,2,Govt. Elementary School Savant,Ferozepur,Mamdot,434,Primary,English
SCH0058,2026-03,84351.7,13272.0,4,4,Govt. Elementary School Savant,Ferozepur,Mamdot,434,Primary,English
SCH0059,2025-05,0.0,5004.0,2,2,Govt. Middle School Barman,Bathinda,Talwandi Sabo,254,Upper Primary,Punjabi
SCH0059,2025-06,0.0,4344.0,1,1,Govt. Middle School Barman,Bathinda,Talwandi Sabo,254,Upper Primary,Punjabi
SCH0059,2025-07,37.0,6748.0,2,2,Govt. Middle School Barman,Bathinda,Talwandi Sabo,254,Upper Primary,Punjabi
SCH0059,2025-08,97.37599999999999,10904.0,3,2,Govt. Middle School Barman,Bathinda,Talwandi Sabo,254,Upper Primary,Punjabi
SCH0059,2025-09,11.1,1332.0,1,1,Govt. Middle School Barman,Bathinda,Talwandi Sabo,254,Upper Primary,Punjabi
SCH0059,2025-10,48.806000000000004,8992.0,3,3,Govt. Middle School Barman,Bathinda,Talwandi Sabo,254,Upper Primary,Punjabi
SCH0059,2025-11,25511.5,3405.0,2,2,Govt. Middle School Barman,Bathinda,Talwandi Sabo,254,Upper Primary,Punjabi
SCH0059,2025-12,39200.734,15363.0,4,4,Govt. Middle School Barman,Bathinda,Talwandi Sabo,254,Upper Primary,Punjabi
SCH0059,2026-01,39.818,4878.0,2,2,Govt. Middle School Barman,Bathinda,Talwandi Sabo,254,Upper Primary,Punjabi
SCH0059,2026-03,1.052,8472.0,2,2,Govt. Middle School Barman,Bathinda,Talwandi Sabo,254,Upper Primary,Punjabi
SCH0060,2025-04,20301.854,10651.0,5,5,Govt. Elementary School Srinivas,Ferozepur,Makhu,382,Higher Secondary,Hindi
SCH0060,2025-05,1.162,4001.0,2,2,Govt. Elementary School Srinivas,Ferozepur,Makhu,382,Higher Secondary,Hindi
SCH0060,2025-06,0.0,561.0,1,1,Govt. Elementary School Srinivas,Ferozepur,Makhu,382,Higher Secondary,Hindi
SCH0060,2025-08,38739.2,10503.0,5,4,Govt. Elementary School Srinivas,Ferozepur,Makhu,382,Higher Secondary,Hindi
SCH0060,2025-11,0.0,9880.0,3,3,Govt. Elementary School Srinivas,Ferozepur,Makhu,382,Higher Secondary,Hindi
SCH0060,2026-01,28000.0,2520.0,1,1,Govt. Elementary School Srinivas,Ferozepur,Makhu,382,Higher Secondary,Hindi
SCH0060,2026-03,55.7,5682.0,2,2,Govt. Elementary School Srinivas,Ferozepur,Makhu,382,Higher Secondary,Hindi
SCH0061,2025-04,0.7120000000000001,4272.0,1,1,Govt. Elementary School Dhawan,Ludhiana,Machhiwara,343,Primary,Punjabi
SCH0061,2025-05,0.0,6240.0,1,1,Govt. Elementary School Dhawan,Ludhiana,Machhiwara,343,Primary,Punjabi
SCH0061,2025-06,46.099999999999994,5961.0,3,2,Govt. Elementary School Dhawan,Ludhiana,Machhiwara,343,Primary,Punjabi
SCH0061,2025-09,0.332,4134.0,3,3,Govt. Elementary School Dhawan,Ludhiana,Machhiwara,343,Primary,Punjabi
SCH0061,2025-10,83500.0,4638.0,2,2,Govt. Elementary School Dhawan,Ludhiana,Machhiwara,343,Primary,Punjabi
SCH0061,2025-11,23400.0,936.0,1,1,Govt. Elementary School Dhawan,Ludhiana,Machhiwara,343,Primary,Punjabi
SCH0061,2025-12,39018.2,11631.0,5,4,Govt. Elementary School Dhawan,Ludhiana,Machhiwara,343,Primary,Punjabi
SCH0061,2026-01,61451.5,4980.0,3,3,Govt. Elementary School Dhawan,Ludhiana,Machhiwara,343,Primary,Punjabi
SCH0061,2026-02,0.0,621.0,1,1,Govt. Elementary School Dhawan,Ludhiana,Machhiwara,343,Primary,Punjabi
SCH0061,2026-03,30800.66,3894.0,2,2,Govt. Elementary School Dhawan,Ludhiana,Machhiwara,343,Primary,Punjabi
SCH0062,2025-04,0.0,4968.0,1,1,Govt. Middle School Pradhan,Jalandhar,Jalandhar-I,173,Upper Primary,Punjabi
SCH0062,2025-05,1.54,4677.0,2,2,Govt. Middle School Pradhan,Jalandhar,Jalandhar-I,173,Upper Primary,Punjabi
SCH0062,2025-07,70301.076,10525.0,4,3,Govt. Middle School Pradhan,Jalandhar,Jalandhar-I,173,Upper Primary,Punjabi
SCH0062,2025-08,0.6659999999999999,4371.0,2,2,Govt. Middle School Pradhan,Jalandhar,Jalandhar-I,173,Upper Primary,Punjabi
SCH0062,2025-11,0.0,596.0,1,1,Govt. Middle School Pradhan,Jalandhar,Jalandhar-I,173,Upper Primary,Punjabi
SCH0062,2025-12,0.0,5760.0,1,1,Govt. Middle School Pradhan,Jalandhar,Jalandhar-I,173,Upper Primary,Punjabi
SCH0062,2026-01,28800.0,864.0,1,1,Govt. Middle School Pradhan,Jalandhar,Jalandhar-I,173,Upper Primary,Punjabi
SCH0062,2026-02,0.0,5796.0,2,2,Govt. Middle School Pradhan,Jalandhar,Jalandhar-I,173,Upper Primary,Punjabi
SCH0062,2026-03,58.2,0.0,1,1,Govt. Middle School Pradhan,Jalandhar,Jalandhar-I,173,Upper Primary,Punjabi
SCH0063,2025-04,31200.0,2808.0,1,1,Govt. Primary School Singhal,Bathinda,Talwandi Sabo,169,Higher Secondary,English
SCH0063,2025-05,0.0,11361.0,2,2,Govt. Primary School Singhal,Bathinda,Talwandi Sabo,169,Higher Secondary,English
SCH0063,2025-06,29600.0,888.0,1,1,Govt. Primary School Singhal,Bathinda,Talwandi Sabo,169,Higher Secondary,English
SCH0063,2025-07,70.5,2820.0,2,2,Govt. Primary School Singhal,Bathinda,Talwandi Sabo,169,Higher Secondary,English
SCH0063,2025-08,10624.7,3177.0,2,2,Govt. Primary School Singhal,Bathinda,Talwandi Sabo,169,Higher Secondary,English
SCH0063,2025-09,15.4,616.0,1,1,Govt. Primary School Singhal,Bathinda,Talwandi Sabo,169,Higher Secondary,English
SCH0063,2025-10,1.34,3720.0,2,2,Govt. Primary School Singhal,Bathinda,Talwandi Sabo,169,Higher Secondary,English
SCH0063,2025-11,1.296,4262.0,3,3,Govt. Primary School Singhal,Bathinda,Talwandi Sabo,169,Higher Secondary,English
SCH0063,2025-12,54837.3,8027.0,3,3,Govt. Primary School Singhal,Bathinda,Talwandi Sabo,169,Higher Secondary,English
SCH0063,2026-01,57000.0,6840.0,1,1,Govt. Primary School Singhal,Bathinda,Talwandi Sabo,169,Higher Secondary,English
SCH0063,2026-02,50600.844,2784.0,2,1,Govt. Primary School Singhal,Bathinda,Talwandi Sabo,169,Higher Secondary,English
SCH0063,2026-03,43.7,4455.0,2,2,Govt. Primary School Singhal,Bathinda,Talwandi Sabo,169,Higher Secondary,English
SCH0064,2025-04,0.0,513.0,1,1,Govt. Senior Secondary School Nayar,Patiala,Patiala,439,Primary,Punjabi
SCH0064,2025-05,59943.882,8004.0,3,2,Govt. Senior Secondary School Nayar,Patiala,Patiala,439,Primary,Punjabi
SCH0064,2025-06,24.1,6843.0,2,2,Govt. Senior Secondary School Nayar,Patiala,Patiala,439,Primary,Punjabi
SCH0064,2025-07,71.30000000000001,4311.0,3,3,Govt. Senior Secondary School Nayar,Patiala,Patiala,439,Primary,Punjabi
SCH0064,2025-08,37600.0,4430.0,4,4,Govt. Senior Secondary School Nayar,Patiala,Patiala,439,Primary,Punjabi
SCH0064,2025-09,30300.0,7641.0,2,2,Govt. Senior Secondary School Nayar,Patiala,Patiala,439,Primary,Punjabi
SCH0064,2025-11,17500.0,1542.0,2,2,Govt. Senior Secondary School Nayar,Patiala,Patiala,439,Primary,Punjabi
SCH0064,2025-12,0.0,1188.0,1,1,Govt. Senior Secondary School Nayar,Patiala,Patiala,439,Primary,Punjabi
SCH0064,2026-01,35.906000000000006,1737.0,2,2,Govt. Senior Secondary School Nayar,Patiala,Patiala,439,Primary,Punjabi
SCH0064,2026-02,0.664,4631.0,2,2,Govt. Senior Secondary School Nayar,Patiala,Patiala,439,Primary,Punjabi
SCH0064,2026-03,37100.838,4397.0,3,2,Govt. Senior Secondary School Nayar,Patiala,Patiala,439,Primary,Punjabi
SCH0065,2025-05,82.82,11214.0,3,2,Govt. Senior Secondary School Palla,Jalandhar,Jalandhar-II,104,Primary,English
SCH0065,2025-06,26500.0,9681.0,4,2,Govt. Senior Secondary School Palla,Jalandhar,Jalandhar-II,104,Primary,English
SCH0065,2025-07,23801.008,7392.0,2,2,Govt. Senior Secondary School Palla,Jalandhar,Jalandhar-II,104,Primary,English
SCH0065,2025-10,41.618,8698.0,4,4,Govt. Senior Secondary School Palla,Jalandhar,Jalandhar-II,104,Primary,English
SCH0065,2025-11,16451.93,5403.0,3,3,Govt. Senior Secondary School Palla,Jalandhar,Jalandhar-II,104,Primary,English
SCH0065,2025-12,13500.0,1215.0,1,1,Govt. Senior Secondary School Palla,Jalandhar,Jalandhar-II,104,Primary,English
SCH0065,2026-01,32000.0,3840.0,1,1,Govt. Senior Secondary School Palla,Jalandhar,Jalandhar-II,104,Primary,English
SCH0065,2026-03,12.0,480.0,1,1,Govt. Senior Secondary School Palla,Jalandhar,Jalandhar-II,104,Primary,English
SCH0066,2025-06,50700.0,2028.0,1,1,Govt. Senior Secondary School Devan,Moga,Moga-II,350,Primary,Punjabi
SCH0066,2025-07,58701.212,2361.0,3,3,Govt. Senior Secondary School Devan,Moga,Moga-II,350,Primary,Punjabi
SCH0066,2025-08,0.334,1503.0,1,1,Govt. Senior Secondary School Devan,Moga,Moga-II,350,Primary,Punjabi
SCH0066,2025-10,34700.0,4164.0,1,1,Govt. Senior Secondary School Devan,Moga,Moga-II,350,Primary,Punjabi
SCH0066,2025-11,0.0,1088.0,1,1,Govt. Senior Secondary School Devan,Moga,Moga-II,350,Primary,Punjabi
SCH0066,2025-12,36.4,3276.0,1,1,Govt. Senior Secondary School Devan,Moga,Moga-II,350,Primary,Punjabi
SCH0066,2026-01,0.258,387.0,1,1,Govt. Senior Secondary School Devan,Moga,Moga-II,350,Primary,Punjabi
SCH0066,2026-02,42300.0,1813.0,2,2,Govt. Senior Secondary School Devan,Moga,Moga-II,350,Primary,Punjabi
SCH0066,2026-03,1.13,13764.0,2,2,Govt. Senior Secondary School Devan,Moga,Moga-II,350,Primary,Punjabi
SCH0067,2025-04,0.0,1701.0,1,1,Govt. Senior Secondary School Dewan,Ludhiana,Unknown,334,Higher Secondary,Hindi
SCH0067,2025-05,50.7,6219.0,2,2,Govt. Senior Secondary School Dewan,Ludhiana,Unknown,334,Higher Secondary,Hindi
SCH0067,2025-07,41900.0,5899.0,2,2,Govt. Senior Secondary School Dewan,Ludhiana,Unknown,334,Higher Secondary,Hindi
SCH0067,2025-08,26.7,3204.0,1,1,Govt. Senior Secondary School Dewan,Ludhiana,Unknown,334,Higher Secondary,Hindi
SCH0067,2025-11,24256.4,7494.0,2,2,Govt. Senior Secondary School Dewan,Ludhiana,Unknown,334,Higher Secondary,Hindi
SCH0067,2025-12,0.0,1134.0,1,1,Govt. Senior Secondary School Dewan,Ludhiana,Unknown,334,Higher Secondary,Hindi
SCH0067,2026-01,15.5,465.0,1,1,Govt. Senior Secondary School Dewan,Ludhiana,Unknown,334,Higher Secondary,Hindi
SCH0067,2026-03,43.7,2619.0,3,3,Govt. Senior Secondary School Dewan,Ludhiana,Unknown,334,Higher Secondary,Hindi
SCH0068,2025-04,56.2,3976.0,2,2,Govt. Primary School Mangat,Amritsar,Ajnala,390,Primary,Punjabi
SCH0068,2025-05,27000.848,7474.0,3,3,Govt. Primary School Mangat,Amritsar,Ajnala,390,Primary,Punjabi
SCH0068,2025-06,74.7,4473.0,2,2,Govt. Primary School Mangat,Amritsar,Ajnala,390,Primary,Punjabi
SCH0068,2025-08,0.0,0.0,1,1,Govt. Primary School Mangat,Amritsar,Ajnala,390,Primary,Punjabi
